#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
6   1   55.000000   0.020000   0.031717   2473.069457  1.742454710000e-03   1.742454710000e-03    7.045716832044e-07   7.045716832044e-07   80
6   2   55.000000   0.060000   0.062179   2412.977697  4.228420100000e-04   4.228420100000e-04    1.752366010368e-07   1.752366010368e-07   80
6   3   55.000000   0.100000   0.099276   2310.448298  8.549886320000e-05   8.549886320000e-05    3.700531332989e-08   3.700531332989e-08   80
6   4   55.000000   0.140000   0.138326   2181.481057  2.031419180000e-05   2.031419180000e-05    9.312110107404e-09   9.312110107404e-09   80
6   5   55.000000   0.180000   0.178549   2088.842228  5.742000100000e-06   5.742000100000e-06    2.748891238903e-09   2.748891238903e-09   80
6   6   55.000000   0.220000   0.218425   2030.918179  1.937196370000e-06   1.937196370000e-06    9.538524939266e-10   9.538524939266e-10   80
6   7   55.000000   0.260000   0.258683   1963.227053  7.389005420000e-07   7.389005420000e-07    3.763703952994e-10   3.763703952994e-10   80
6   8   55.000000   0.300000   0.298811   1910.253038  3.281823100000e-07   3.281823100000e-07    1.718004387228e-10   1.718004387228e-10   80
6   9   55.000000   0.340000   0.338861   1872.399516  1.698972280000e-07   1.698972280000e-07    9.073770130156e-11   9.073770130156e-11   80
6   10   55.000000   0.380000   0.379081   1850.025754  1.005874870000e-07   1.005874870000e-07    5.437085769348e-11   5.437085769348e-11   80
6   11   55.000000   0.420000   0.419002   1832.958095  6.585655360000e-08   6.585655360000e-08    3.592911031608e-11   3.592911031608e-11   80
6   12   55.000000   0.460000   0.458809   1828.170563  4.603780430000e-08   4.603780430000e-08    2.518244480671e-11   2.518244480671e-11   80
