#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
7   1   65.000000   0.020000   0.031158   2491.877969  1.800130370000e-03   1.800130370000e-03    7.223990871120e-07   7.223990871120e-07   80
7   2   65.000000   0.060000   0.061567   2463.358177  4.451360470000e-04   4.451360470000e-04    1.807029327510e-07   1.807029327510e-07   80
7   3   65.000000   0.100000   0.098469   2409.653058  9.278716280000e-05   9.278716280000e-05    3.850644078904e-08   3.850644078904e-08   80
7   4   65.000000   0.140000   0.137522   2314.145842  2.257331090000e-05   2.257331090000e-05    9.754489319693e-09   9.754489319693e-09   80
7   5   65.000000   0.180000   0.177716   2244.330055  6.562913890000e-06   6.562913890000e-06    2.924219579638e-09   2.924219579638e-09   80
7   6   65.000000   0.220000   0.217850   2205.928074  2.261735200000e-06   2.261735200000e-06    1.025298706090e-09   1.025298706090e-09   80
7   7   65.000000   0.260000   0.258873   2187.347249  8.764774800000e-07   8.764774800000e-07    4.007034001577e-10   4.007034001577e-10   80
7   8   65.000000   0.300000   0.299371   2189.653831  3.902496100000e-07   3.902496100000e-07    1.782243405213e-10   1.782243405213e-10   80
7   9   65.000000   0.340000   0.339830   2195.359387  1.937835370000e-07   1.937835370000e-07    8.826961915553e-11   8.826961915553e-11   80
7   10   65.000000   0.380000   0.379859   2214.534878  1.067928670000e-07   1.067928670000e-07    4.822361032148e-11   4.822361032148e-11   80
7   11   65.000000   0.420000   0.419719   2249.716070  6.377195570000e-08   6.377195570000e-08    2.834666851982e-11   2.834666851982e-11   80
7   12   65.000000   0.460000   0.459623   2285.102849  4.007320480000e-08   4.007320480000e-08    1.753671823460e-11   1.753671823460e-11   80
7   13   65.000000   0.500000   0.499139   2326.127228  2.623797770000e-08   2.623797770000e-08    1.127968297872e-11   1.127968297872e-11   80
7   14   65.000000   0.540000   0.538416   2373.064059  1.761738960000e-08   1.761738960000e-08    7.423899718672e-12   7.423899718672e-12   80
7   15   65.000000   0.580000   0.577658   2412.482938  1.197110490000e-08   1.197110490000e-08    4.962151114704e-12   4.962151114704e-12   80
7   16   65.000000   0.620000   0.616164   2459.619466  8.297378200000e-09   8.297378200000e-09    3.373439800220e-12   3.373439800220e-12   80
7   17   65.000000   0.660000   0.654701   2527.733698  5.824515130000e-09   5.824515130000e-09    2.304243969453e-12   2.304243969453e-12   80
7   18   65.000000   0.700000   0.693899   2726.400175  4.246668420000e-09   4.246668420000e-09    1.557610089282e-12   1.557610089282e-12   80
7   19   65.000000   0.740000   0.730680   2918.014700  3.134632250000e-09   3.134632250000e-09    1.074234564343e-12   1.074234564343e-12   80
7   20   65.000000   0.780000   0.761703   3579.539955  2.799704440000e-09   2.799704440000e-09    7.821408547457e-13   7.821408547457e-13   80
