#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
5   1   45.000000   0.020000   0.031473   2455.173824  1.748471680000e-03   1.687924190000e-03    7.121579999380e-07   6.874968173333e-07   80
5   2   45.000000   0.060000   0.062411   2359.474866  4.094733890000e-04   3.869846500000e-04    1.735442894097e-07   1.640130418749e-07   80
5   3   45.000000   0.100000   0.099207   2219.312705  8.244783020000e-05   7.518647000000e-05    3.715016365844e-08   3.387826773154e-08   80
5   4   45.000000   0.140000   0.138440   2058.377840  1.913185120000e-05   1.656471630000e-05    9.294625519288e-09   8.047461441773e-09   80
5   5   45.000000   0.180000   0.178375   1940.771260  5.372775550000e-06   4.358274460000e-06    2.768371348409e-09   2.245640457392e-09   80
5   6   45.000000   0.220000   0.218252   1831.274308  1.759167080000e-06   1.391549350000e-06    9.606245619867e-10   7.598803433876e-10   80
5   7   45.000000   0.260000   0.257816   1735.536336  6.672184470000e-07   5.159930590000e-07    3.844451038909e-10   2.973104326869e-10   80
5   8   45.000000   0.300000   0.297900   1650.915650  2.890417870000e-07   2.202769520000e-07    1.750796819934e-10   1.334271390546e-10   80
5   9   45.000000   0.340000   0.337974   1590.307526  1.466364410000e-07   1.227142740000e-07    9.220634286302e-11   7.716386421729e-11   80
5   10   45.000000   0.380000   0.378275   1544.947231  8.508700880000e-08   7.690939310000e-08    5.507437865365e-11   4.978124272259e-11   80
5   11   45.000000   0.420000   0.418040   1507.111234  5.483026800000e-08   5.268476900000e-08    3.638103596008e-11   3.495745225133e-11   80
5   11   45.000000   0.420000   0.429843   6785.050250  2.278186980000e-07   2.039120350000e-07    3.357656754274e-11   3.005313556816e-11   580_set1
5   11   45.000000   0.420000   0.431761   6838.855624  2.256902160000e-07   2.023009360000e-07    3.300116692155e-11   2.958110934380e-11   580_set2
5   12   45.000000   0.460000   0.457495   1484.778632  3.791760280000e-08   3.855342420000e-08    2.553754612492e-11   2.596577251928e-11   80
5   12   45.000000   0.460000   0.466157   6417.771327  1.588267830000e-07   1.453319190000e-07    2.474796543962e-11   2.264523174713e-11   580_set1
5   12   45.000000   0.460000   0.466716   6437.219014  1.585908980000e-07   1.458495860000e-07    2.463655464496e-11   2.265723531898e-11   580_set2
5   13   45.000000   0.500000   0.497689   1475.400260  2.711396290000e-08   2.882929890000e-08    1.837736079835e-11   1.953998496652e-11   80
5   13   45.000000   0.500000   0.503380   6181.140019  1.143801810000e-07   1.067430450000e-07    1.850470635650e-11   1.726915175387e-11   580_set2
5   13   45.000000   0.500000   0.503416   6166.746131  1.140949730000e-07   1.072416680000e-07    1.850164909926e-11   1.739031666326e-11   580_set1
5   14   45.000000   0.540000   0.537166   1467.423517  1.980850470000e-08   2.214122000000e-08    1.349883279811e-11   1.508850017973e-11   80
5   14   45.000000   0.540000   0.541691   5975.229226  8.281148230000e-08   7.914613930000e-08    1.385913061539e-11   1.324570762166e-11   580_set1
5   14   45.000000   0.540000   0.541831   5955.192562  8.245918150000e-08   7.957742360000e-08    1.384660204376e-11   1.336269529012e-11   580_set2
5   14   45.000000   0.540000   0.550824   7917.370487  1.016966180000e-07   9.445373710000e-08    1.284474664499e-11   1.192993775586e-11   750_set3
5   14   45.000000   0.540000   0.552924   8004.008704  1.012210250000e-07   9.346979110000e-08    1.264629122023e-11   1.167787224585e-11   750_set2
